Company/Brand,Stage,Amount($),HeadQuarter,What it does,Sector,Funded Year,Founded,Investor
Oye! rickshaw,Series A,10000000.0,None,App-based electric rickshaw hailing service,E-mobility,2020,,Chiratae ventures
Seal professional,Series A,0.0,Bangalore,Trains students in managemnt and leadership skills and also helps in placement,Edtech,2020,2012,Equanimity ventures
Sprinng foods,None,0.0,Mumbai,Provides gluten-free food,Food and Beverages,2020,,Mistletoe
1mg,None,9900000.0,Gurugram,Online pharmacy,Healthtech,2020,2015,Bill & melinda gates foundation
Aagey,None,0.0,Bangalore,Provides financial assistance to msmes,Fintech,2020,,Jito angel network
Doubtnut,Series A,15000000.0,Gurugram,Multi-lingual digital solutions platform for students,Edtech,2020,2017,Tencent
Adonmo,None,3000000.0,Bangalore,It is an online and outdoor advertising company,Ad-tech,2020,2017,Ant financial
Racenergy,Seed,0.0,None,It builds electric vehicles and supporting infrastructure,E-mobility,2020,2018,Growx ventures
Bharatpe,None,100000000.0,New delhi,Digital payments platform,Fintech,2020,2018,Coatue management
Kisan network,Seed,3000000.0,Gurugram,Integrated supply chain for farmers to sell their produce directly to buyers,Agritech,2020,2015,Atsushi taira
Vogo,Series C,35000000.0,Bangalore,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,Automotive,2020,2016,Lightstone aspada
Yolo,Seed,600000.0,Gurugram,Intercity transportation startup,Transport,2020,2019,Undisclosed
Unotech,None,2000000.0,Mumbai,It develops fully-customisable open source software,Saas,2020,2011,Manish choksi
Zetwerk,None,2200000.0,Bangalore,B2b marketplace that connects manufacturing companies for industrial equipements,Marketplace,2020,2018,Innoven capital
Cureskin,None,500000.0,Bangalore,Provides a treatment solution for skincare and hair fall issues with an artificial intelligence-enabled solution,Healthtech,2020,2017,Senseai ventures
Wizklub,Seed,982530.0,Bangalore,Helps students solve problems at complex level,Edtech,2020,2018,Incubate fund india
Interviewbit,Series A,200000000.0,Pune,Platform that provides coding and interview preparation course by industry professionals from tech companies,Edtech,2020,2014,Tiger global management
Moneytap,Series B,70185200.0,None,App-based consumer credit line that gives customers access to credit on tap.,Fintech,2020,2016,Aquiline technology growth (atg)
Uniplatform tech,None,0.0,New delhi,Runs real estate saas platform multiplymyleads.com.,Saas,2020,2015,Frontline strategy finds
Indwealth,Series C,12000000.0,Gurugram,An artificial intelligence and machine learning based wealth management platform,Fintech,2020,,Tiger global
Bizongo,Series C,30000000.0,Mumbai,A b2b marketplace for packaging materials,Marketplace,2020,2015,Schroder adveq
Appsflyer,Series D,210000000.0,Bangalore,Mobile marketing analytics and attribution platform,Saas,2020,2011,General atlantic
Digit insurance,None,84000000.0,Bangalore,General insurance company,Insurtech,2020,,A91 partners
Livspace,Series D,60000000.0,Bangalore,It offers end-to-end home design experience for homeowners and home designers,Interior design,2020,2014,Tahoe investment group
Getvantage,Seed,0.0,Mumbai,Revenue based finance provider,Fintech,2020,,Samyakth capital
Konfinity,None,0.0,Noida,Provides online coding courses,Edtech,2020,2018,Angel investors
Pine labs,None,0.0,Noida,Retail payment and hardware company,Fintech,2020,,Mastercard
Instoried,None,0.0,New delhi,Augmented writing platform which improves customer interest and engagement.,Saas,2020,,Sosv
Nupay,None,0.0,Haryana,"Integrated platform for receivables and payables automation, electronic invoicing, reconciliations and bank payouts",Neo-banking,2020,,Venture catalysts
Loginext,Series B,39000000.0,None,"It helps logistics companies to improve internal operations, optimise delivery networks and provide customer service",Transport automation,2020,,Tiger global
Samosa singh,Series A,2700000.0,Bangalore,Offers hygienic indian snacks,Food and Beverages,2020,2016,She capital
Crysta,Series A,1403400.0,New delhi,Offers diagnostic and screening services with regular counselling and clinical data management,Healthtech,2020,2018,Green shots capital
Eupheus learning,Series A,4300000.0,New delhi,"Provides technology-led, subscription-based learning solutions to schools",Edtech,2020,2017,Yuj ventures
Bounce,Series D,105000000.0,Bangalore,Offers a variety of bikes and scooters that can be rented on a subscription basis,Automotive and rentals,2020,2014,Accel partners
Park+,None,11000000.0,None,It is engaged in bringing digitization in parking,Techonology,2020,,Sequoia capital
Goodmylk,Seed,400000.0,Bangalore,Provides vegan dairy products,Dairy,2020,2017,Ginni international
Smartkarrot,None,1000000.0,None,It tracks customers’ real-time digital behaviour,Saas,2020,2019,Angel investors
Skylo,Series B,103000000.0,None,Provides affordable and ever present network that connects machines or sensors,Iot,2020,2017,Softbank group
Tea trunk,None,220000.0,Goa,Global premium tea brand,Beverage,2020,2013,Angel investors
Zoomcar,Series D,30000000.0,Bangalore,A car rental service platform,Transport & rentals,2020,2013,Sony innovation fund
Mera cashier,Seed,250000.0,Noida,App meant for small and micro businessmen to manage their transactions digitally,Fintech,2020,2019,Amit singal
Samya ai,Seed,6000000.0,None,Revenue growth ai startup in the consumer packed goods (cpg) space,Saas,2020,2019,Sequoia india
Kristal ai,Series A,6000000.0,None,Provides algorithm-based financial services,AI,2020,2016,Chiratae ventures
Invento robotics,Seed,281300.0,None,Known for mitra series of robots,AI,2020,,Windrose capital
Zimyo,None,0.0,Gurugram,Automates everyday hr processes with integrated solutions,Hr tech,2020,2018,Yatra angel network (yan)
Sabse sasta dukaan,None,0.0,Kolkata,Online pharmacy dealing in medicines,Pharmaceutical,2020,2016,Angel investors
Fitphilia,None,0.0,Mumbai,Provides iot-enabled treadmill,Healthtech,2020,,Angel investors
Medicus,None,12700.0,Mumbai,Ai-based platform that explains and interprets blood tests and medical reports,Healthtech,2020,,Angel investors
Monech,Seed,12700.0,Mumbai,Automated platform which will help users to take their financial decisions,Fintech,2020,,Angel investors
Teach us,Seed,12700.0,None,Educational portal which enables the students to access information related to education at one common platform,Edtech,2020,,Angel investors
Dealberg,None,0.0,Bangalore,Deals in office supplies,B2b marketplace,2020,,Undisclosed
Phenom people,Series C,30000000.0,None,It redefines the means to search for a job and recruit top talent,Hr tech,2020,2010,Westbridge capital
Extra edge,Series A,700000.0,Pune,Admission marketing automation software for the education industry,Edtech,2020,,Sprout venture partners
Capital quotient,None,600000.0,Bangalore,Investment advisor,Fintech,2020,2016,Undisclosed
Karfa,Seed,25000.0,New delhi,It sells products crafted by artisans,E-commerce,2020,,Undisclosed
Gamerji,None,400000.0,None,Esports tournament platform,Gaming,2020,2019,La gajjar group
Bounce,Series D,97500000.0,Bangalore,Offers a variety of bikes and scooters that can be rented on a subscription basis,Automotive and rentals,2020,2014,Accel partners
Zinier,Series C,90000000.0,Bangalore,Provides intelligent field service automation,Automation,2020,2015,Iconiq capital
Proeves,Seed,507000.0,New delhi,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers",Preschool daycare,2020,2016,1crowd
Toddle,None,0.0,Bangalore,Collaboration and productivity platform for teachers across the world,None,2020,,Matrix partners india
Aesthetic nutrition,Series A,0.0,None,Markets and sells chewable dietary supplements,Food and Beverages,2020,2018,Dsg consumer partners
Capital float,None,15000000.0,Bangalore,Digital lending,Fintech,2020,2013,Sequoia capital
Ninjacart,Series C,10000000.0,Bangalore,Online grocery delivery platform,B2b agritech,2020,2015,Flipkart india
Technifybiz,Seed,2000000.0,None,Online marketplace for non-perishable food items,B2b agritech,2020,2017,Omnivore
Wysh,Series A,2000000.0,Hyderabad,Celebrity engagement and wishing platform,E-connect,2020,2019,Kalaari capital
Keito,Seed,160000.0,Pune,Enterprise productivity startup,AI,2020,2016,Suma soft pvt ltd
Klub,Seed,2000000.0,None,Provides growth financing to high-affinity brands,Fintech,2020,2019,Sequoia surge
Aadhar,Seed,0.0,Mumbai,Ayurveda wellness and lifestyle consumer brand,E-commerce,2020,2017,Sprout venture partners
Incubatehub,None,0.0,Bangalore,Provides platform for corporates to connect establish brand presence among innovation community,Tech hub,2020,,Venture catalysts
Rage coffee,None,0.0,New delhi,Provides effective instant coffee infused with natural brain vitamins & plant based cognitive enhancers,Fmcg,2020,,Refex capital
Skilancer,None,0.0,Noida,Solar module cleaning system [mcs] providers,Technology,2020,,Venture catalysts
Harappa education,None,0.0,New delhi,Provides online courses on foundational skills,Edtech,2020,,James murdoch-led lupa systems
Rheo,None,2000000.0,None,Online e-sports streaming and community platform,Entertainment,2020,,Lightspeed venture partners
Axio biosolutions,Series B,5200000.0,Bangalore,Medical device manufacturer,Medtech,2020,,Omidyar network india
Techbooze,Series A,15000000.0,None,"Business development, consulting and funding facilitator for startups enterprise",Consultancy,2020,,Space capital
Paymart,None,0.0,Chandigarh,Provides cardless cash withdrawals through small merchants shops,Fintech,2020,2015,Iim ahmedabad’s incubator (ciie.co)
Testbook,Series B,8400000.0,None,Helps students prepare online for competitive exams,Edtech,2020,,Iron pillar
Faballey,None,1100000.0,Noida,Online fashion store,E-commerce,2020,2012,Trifecta capital
Haikujam,None,3400000.0,None,Creative writing mobile platform,None,2020,,Lightbox. social capital
Mamaearth,Series A,18300000.0,None,Online baby and mother care brand,E-commerce,2020,,Sequoia india
Rentomojo,None,2000000.0,None,"Furniture, electronics, and appliance-centric consumer leasing platform",Rental,2020,2014,Gmo payment gateway
Zomato,None,150000000.0,None,Online food delivery and restaurant discovery platform,Foodtech,2020,,Ant financial
Byju's,None,200000000.0,None,Provides online learning classes,Edtech,2020,2011,Tiger global
Generico,None,1400000.0,Mumbai,Generic medicine focussed retail chain,Pharmacy,2020,,Alteria capital
Highradius,Series B,125000000.0,Hyderabad,"An ai-based platform, to automate accounts receivables and treasury processes.",Saas,2020,2016,Iconiq capital
Chai kings,None,1000000.0,Chennai,It offers a range of tea in various flavour,Beverage,2020,,The chennai angels (tca)
Rivigo,Series D,3400000.0,Gurugram,"It offers delivery services across india to retail, e-commerce, pharmaceutical, automobile and fmcg companies",Logistics,2020,2014,Trifecta capital
Buildpan,Seed,0.0,Indore,"It helps developers to test, integrate and deploy apps",Saas,2020,2019,Hnis in india
Shiksha,None,181000.0,None,It makes college selection easy for students looking to pursue ug and pg courses in india and abroad,Edtech,2020,2008,Mumbai angels network
Super surfaces,Series A,500000.0,Hyderabad,A design solution based company,Deisgning,2020,,Vishnu reddy
Quicko,None,280000.0,Ahmedabad,Online tax planning and filing platform,Taxation,2020,,Zerodha fintech fund
Satin creditcare,None,15000000.0,Gurgaon,A micro finance company,Fintech,2020,,Austrian bank
Xpressbees,None,10000000.0,None,Provides end to end supply chain solutions,Logistics,2020,2015,Alibaba
Farmerp,Series A,0.0,Pune,Smart agriculture management erp software platform,Agritech,2020,2001,Technogen
Wealth bucket,None,3000000.0,None,An online platform for mutual fund investments,Fintech,2020,2018,Northstar
Gomechanic,Series B,14700000.0,New delhi,Find automobile repair and maintenance service providers,Technology,2020,2016,Chiratae ventures
Fashor,Series A,1000000.0,Chennai,Women’s fashion and apparel,Fashion,2020,2017,Sprout venture partners
Leverage edu,None,1500000.0,New delhi,Ai enabled marketplace that provides career guidance,Edtech,2020,,Dsg consumer partners
Epifi,Seed,13200000.0,None,It offers customers with a single interface for all their financial and banking mandates,Fintech,2020,,Sequoia india
Purplle,None,8000000.0,Mumbai,Online makeup and beauty products retailer,Cosmetics,2020,2012,Verlinvest
Shuttl,Series C,8043000.0,New delhi,App based bus aggregator serice,Transport,2020,2015,Sig global india fund llp.
Pando,Series A,9000000.0,Chennai,Networked logistics management software,Logitech,2020,2017,Chiratae ventures
Unbox robotics,Series B,1200000.0,Bangalore,"Unbox robotics builds on-demand ai-driven warehouse robotics solutions, which can be deployed using limited foot-print, time, and capital.",AI,2021,2019.0,Beenext
Upgrad,Undisclosed,120000000.0,Mumbai,Upgrad is an online higher education platform.,Edtech,2021,2015.0,Unilazer ventures
Lead school,Series D,30000000.0,Mumbai,Lead school offers technology based school transformation system that assures excellent learning for every child.,Edtech,2021,2012.0,Gsv ventures
Bizongo,Series C,51000000.0,Mumbai,Bizongo is a business-to-business online marketplace for packaging products.,E-commerce,2021,2015.0,Cdc group
Fypmoney,Seed,2000000.0,Gurugram,"Fypmoney is digital neo bank for teenagers, empowering them with financial literacy and ease of secured financial transactions.",Fintech,2021,2021.0,Liberatha kallat
Urban company,Undisclosed,188000000.0,New delhi,"Urban company (formerly urbanclap) is a home and beauty services platform in india, middle east, singapore and australia",Home services,2021,2014.0,Vy capital
Comofi medtech,Undisclosed,200000.0,Bangalore,Comofi medtech is a healthcare robotics startup.,Healthtech,2021,2018.0,Ciie.co
Qube health,Series B,0.0,Mumbai,India's most respected workplace healthcare management company,Healthtech,2021,2016.0,Inflection point ventures
Vitra.ai,Undisclosed,0.0,Bangalore,Vitra.ai is an ai-based video translation platform,Tech startup,2021,2020.0,Inflexor ventures
Taikee,Undisclosed,1000000.0,Mumbai,"Taikee is the iso-certified, b2b e-commerce platform of peel-works, enabling better lives for corner stores.",E-commerce,2021,2010.0,
Fitterfly,Series B,3000000.0,Mumbai,"Fitterfly offers customized and personalized wellness programs for diabetes pcos, pregnancy, weight loss, pediatric and nutrition.",Healthtech,2021,2016.0,9unicorns accelerator fund
Freestand,Undisclosed,100000.0,New delhi,Freestand enables fmcg brands to execute trackable and scalable product sampling campaigns.,B2b service,2021,2017.0,Sucseed indovation
Mydentalplan,Seed,700000.0,Bangalore,My dental plan provides dental care packages and services.,Helathcare,2021,2014.0,Safe planet medicare
Freyr energy,Undisclosed,2000000.0,Hyderabad,"Freyr energy is a company that provides full service solar provider based in hyderabad, india.",Renewable energy,2021,2014.0,Impact partners
Dealshare,Undisclosed,9000000.0,Jaipur,Dealshare is a social commerce startup,E-commerce,2021,2018.0,Tiger global management
Tessolve,Undisclosed,40000000.0,Bangalore,"Tessolve semiconductor offers engineering in semiconductor design, test/product engineering, failure analysis, systems design.",Electronics,2021,1993.0,Novo tellus capital
Smart joules,Undisclosed,49000000.0,New delhi,Smart joules is an energy management company.,Renewable energy,2021,2014.0,Raintree family office
Orai,Series B,400000.0,Bangalore,Ai-powered robotic virtual assistant (rva) for amplifying performance of poor quality leads and bring more mql and sql,It startup,2021,2020.0,Inflection point ventures
Ixambee,Seed,300000.0,New delhi,Ixambee is to provide best online learning experience for preparation of competitive exams.,Edtech,2021,2016.0,Mumbai angels
Coinswitch kuber,Series B,25000000.0,Bangalore,Coinswitch kuber is an india-based cryptocurrency exchange platform.,Fintech,2021,2017.0,Paradigm
Razorpay,Series D,160000000.0,Bangalore,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.",Fintech,2021,2014.0,Matrix partners india
Uable,Seed,0.0,Bangalore,Uable offers role based programmes to empower children to explore different domains.,Edtech,2021,2020.0,Chiratae ventures
Zfw hospitality,Seed,150000.0,New delhi,Creating a sustainable and scalable cloud kitchen network.,Food and Beverages,2021,2015.0,Mumbai angels network
Optimized electrotech,Series B,1800000.0,Ahmadabad,"Long distance, multispectral surveillance equipment for defense, aerospace, critical asset protection",Aeorspace,2021,2017.0,Gvfl
Northern arc,Undisclosed,5000000.0,Chennai,Northern arc capital is a non-banking finance company that provides borrows with access to debt investors.,Fintech,2021,2008.0,Kotak mahindra bank
Chara,Seed,850000.0,Bangalore,"A scalable, cloud-controlled, and rare earth mineral free hardware and software platform for the switched reluctance motor and other magnet free motor technologies.",Deep tech,2021,2019.0,Kalaari capital
Sirona hygiene,Series A,3000000.0,New delhi,Solving unaddressed intimate & menstrual hygiene issues with our award-winning innovative & modern products.,Healthtech,2021,2015.0,Nb ventures
Pristyn care,Series D,53000000.0,Gurugram,Pristyn care is health care startup that is disrupting elective surgery procedures,Healthtech,2021,2018.0,Sequoia capital india
Trulymadly,Series B,2000000.0,New delhi,Trulymadly is a dating platform that uses a match making algorithm.,Dating,2021,2013.0,Gaurav munjal
Vidyakul,Seed,500000.0,,Vidyakul is an vernacular e-learning platform that helps state board students to learn academics via pre-recorded and live lectures,Edtech,2021,2018.0,Jito angel network
Jambox games,Seed,1100000.0,Bangalore,"A competitive game publishing platform to help developers in india and southeast asia to publish their games, and compete with the global incumbents.",Gaming,2021,2021.0,
Miko,Undisclosed,6000000.0,Mumbai,"Miko is an advanced robotics startup focusing on robotics, ai & iot.",Robotics,2021,2015.0,Chiratae ventures
Superk,Seed,800000.0,"Small towns, andhra pradesh",Superk is a full-stack solution to empower small format retail stores in india.,Retail,2021,2019.0,Strive vc
Tagz foods,Series B,500000.0,Bangalore,Tagz foods is a supplier of snacks and food products.,Food and Beverages,2021,2019.0,Venture catalysts
Fuel buddy,Undisclosed,1000000.0,New delhi,Fuelbuddy is the first legal private company in india to have permissions in place to deliver fuel. fueldelivery app.,Oil and energy,2021,2017.0,Jaipuria family office
M1xchange,Undisclosed,10000000.0,Gurugram,M1 an online exchange for treds set up under the approval rbi to facilitate discounting of invoices on a pan india basis.,Fintech,2021,2017.0,Amazon
Spintly,Undisclosed,500000.0,Goa,Wireless cloud based access control platform,Tech startup,2021,2017.0,Riso capital
Ef polymer,Undisclosed,200000.0,Rajsamand,Sustainable agriculture by creating sustainable inputs solution for agriculture to save water and fertilizer with enhancing yield.,Agritech,2021,2018.0,Mtg ventures
Boat,Undisclosed,6000000.0,New delhi,Boat is a consumer electronics and lifestyle company.,Electronics,2021,2016.0,Qualcomm ventures
Trunativ,Seed,0.0,Mumbai,Trunativ foods & beverages pvt ltd,Food and Beverages,2021,2019.0,9unicorns
Ibus,Undisclosed,21000000.0,Bangalore,Ibus networks is an in-building connectivity solutions company,Telecommuncation,2021,2010.0,Morgan stanley
Puresh daily,Seed,100000.0,Ranchi,Pureandfres-milk delivers fresh milk directly from its farm to home. fresh milk without any trace of chemicals is packed and sealed in glass bottle.,Milk startup,2021,2019.0,Alfa ventures
Learnvern,Undisclosed,1000000.0,Ahmadabad,Learnvern.com is a training portal where anyone can learn any course in vernacular languages for free.,Edtech,2021,2016.0,
Limechat,Seed,7500000.0,"Faridabad, haryana",Limechat provides a personalised shopping experience for d2c companies on chat platforms using l3 conversational ai.,AI,2021,2020.0,Stellaris venture partners
Dybo,Seed,100000.0,Bangalore,Product visualisation technology for commerce,It,2021,2019.0,Spanache
Moeving,Seed,1000000.0,Gurugram,"Delivering clean, cost-effective and efficient mobility solutions.",Logistics,2021,2021.0,
Wework india,Undisclosed,26000000.0,Bangalore,"Transform buildings into beautiful, collaborative workspaces and provide infrastructure, services, events and tech",Hospitality,2021,2017.0,
Solethreads,Series A,1000000.0,Gurugram,Solethreads is a ‘made in india’ footwear brand that’s creating a flip flop revolution.,Fashion,2021,2018.0,Dsg consumer partners
Beldara,Undisclosed,7400000.0,Mumbai,"Beldara.com is a global b2b marketplace, enables businesses to sell worldwide.",E-commerce,2021,2018.0,Hindustan media ventures
Credflow,Seed,2000000.0,New delhi,Credflow provides financial solutions to automate your cashflows.,Fintech,2021,2020.0,Stellaris venture partners
Do your thng,Undisclosed,1500000.0,Gurugram,World's first shared economy platform for digital assets.,Marketing,2021,2018.0,Angelbay holdings
Oye rickshaw,Undisclosed,3000000.0,Gurugram,Oye rickshaw is an electric vehicle energy solutions company that connects people with public transportation using a booking app.,Transportation,2021,2017.0,Alteria capital
Legitquest,Undisclosed,600000.0,New delhi,Legitquest is a legal-tech company that operates a legal research platform with indian case laws.,Legaltech,2021,2017.0,Waterbridge ventures
Swiggy,Undisclosed,800000000.0,Bangalore,Swiggy is an on-demand food delivery platform that brings food from neighborhood restaurants directly to customers' doors.,Food delivery,2021,2014.0,Carmignac
Antwak,Seed,0.0,Bangalore,Antwak provides a video platform for e-learning service.,Edtech,2021,2019.0,Vaibhav domkundwar
Playshifu,Series B,17000000.0,Bangalore,Playshifu is an edtech startup that offers teaching/learning tools for kids (4-12 years of age).,Edtech,2021,2016.0,Chiratae ventures
Pitstop,Series B,3500000.0,Bangalore,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,Automotive,2021,2015.0,Acko technology
Lendingkart,Debt,15000000.0,Gujarat,Lendingkart is an online financing company dedicated to help entrepreneurs and small businesses with working capital loans.,Fintech,2021,1999.0,Bertelsmann india investments
Cred,Series D,215000000.0,Bangalore,Cred is a members-only credit card management and bill payments platform that rewards users every time they pay their credit card bills.,Fintech,2021,2018.0,Dragoneer investment group
Karnival,Seed,2500000.0,Bangalore,A saas platform for retailers and brands to create wonderful post purchase customer journeys using smart receipts technology,Saas,2021,2015.0,100x.vc
Pharmeasy,Series D,350000000.0,Mumbai,"Pharmeasy is a health tech startup offering services such as teleconsultation, medicine deliveries, and diagnostic test sample collection.",Healthtech,2021,2015.0,Tpg growth
Wess,Seed,2000000.0,Mumbai,Waaree is india's largest solar module manufacturer & fastest growing epc company with presence across 68 countries.,Renewable energy,2021,1989.0,Centrum financial services
Shopse,Undisclosed,5500000.0,Mumbai,Make purchases online or at neighborhood store in easy emis through shopse.,Fintech,2021,2020.0,Chiratae ventures
Fantasy akhada,Undisclosed,600000.0,Gurugram,Fantasy akhada offers fantasy sports platform for cricket and football.,Fantasy sports,2021,2020.0,Harsha bhogle
Rage coffee,Series B,0.0,New delhi,Rage coffee is infused with plant based vitamins. these 100% natural extracts are typically found in foods.,Food and Beverages,2021,2018.0,Getvantage
Groww,Series D,83000000.0,Bangalore,Groww is an investment platform that offers a new way of investing money with stockbroking and direct mutual funds.,Fintech,2021,2017.0,Tiger global management
Avanti finance,Series A,26000000.0,Bangalore,Avanti finance lends relatively large but trust-based loans without formal credit footprint.,Fintech,2021,2016.0,Michael & susan dell foundation
Kudos,Series B,0.0,Pune,"Kudos is a full stack nbfc, a digital lending engine with an in-built api lending protocol layer of over 20+ api’s.",Fintech,2021,2014.0,Marquee fintech founders
Ofbusiness,Undisclosed,110000000.0,Gurugram,Ofbusiness is a financing platform that offers smart financing to smes.,Fintech,2021,2015.0,Falcon edge india
Superpro.ai,Seed,3000000.0,Bangalore,Enabling independent professionals to bring offline consulting online with ai,Video communication,2021,2019.0,Sosv
Sharechat,Undisclosed,500000000.0,Bangalore,Sharechat is a social networking and regional content platform.,Social media,2021,2015.0,Twitter ventures
Wit-ace,Seed,1000000.0,Gurugram,"Offer accelerated career experiences for women by enabling, engaging & employing them to be in decision making roles.",Skill development,2021,2020.0,Citiustech
Spinny,Series C,65000000.0,Gurugram,Spinny is a used car buying platform enabling trustworthy and hassle-free transactions.,Retail,2021,2015.0,Arena holdings
Alteria capital,Debt,150000000000.0,Mumbai,Alteria capital is a venture debt firm .,Fintech,2021,2018.0,
Safexpay,Undisclosed,6000000.0,Thane,Safexpay is set up with the aim to build digital payments businesses and channel platforms encompassing payment gateways,Fintech,2021,2017.0,T choithrams bvi
Pumpumpum,Series B,700000.0,Gurugram,Pumpumpum is a car rental company.,Rental,2021,2018.0,Kogta financial india limited
Speciale invest,Undisclosed,10000000.0,Bangalore,Speciale invest is an early stage investor focusing on tech-driven/deep-tech ventures.,Fintech,2021,2017.0,
Eunimart,Series B,700000.0,Hyderabad,Eunimart is a one stop solution for merchants to create a difference by selling globally.,E-commerce,2021,2016.0,Sucseed venture partners
Meesho,Undisclosed,300000000.0,Bangalore,Meesho operates as an online reselling platform that enables anyone to start a business without investment.,E-commerce,2021,2015.0,Saif partners
Careerlabs,Undisclosed,2200000.0,Bangalore,"Aim to help students become future-ready, setting them on a path to success that suits them best.",Edtech,2021,2019.0,Global founders capital
Uable,Series B,35000000.0,Bangalore,Uable are on a bold mission to redefine the future for millions of teenagers around the world.,Edtech,2021,2020.0,Jafco asia
Zoko,Seed,140000000.0,Bangalore,"Zoko makes it easy for businesses to do sales, marketing & customer support on whatsapp.",Tech startup,2021,2016.0,Y combinator
Getwork,Seed,200000.0,Gurugram,Getwork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,Recruitment,2021,2019.0,Artha venture fund
Easebuzz,Series A,4000000.0,Pune,Easebuzz is an easy to use portal which allows you to start an online business and sell your favorite products with a free online store.,E-commerce,2021,2015.0,Jitendra gupta
Chingari,Undisclosed,13000000.0,Bangalore,Chingari operates as a short video platform.,Social media,2021,2018.0,Fj labs
Dusminute,Series B,1100000.0,Bangalore,Dusminute aims to transform how communities live by giving them access to world-class amenities at their doorstep.,Retail,2021,2017.0,Indian angel network
Onsurity,Undisclosed,0.0,Bangalore,Onsurity is an employee healthcare platform providing a monthly healthcare membership with group health insurance to emerging businesses.,Healthcare,2021,2020.0,Jitendra gupta
Karbon card,Undisclosed,0.0,Bangalore,Prime objective is to empower indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits,Fintech,2021,2019.0,Y combinator
Factors.ai,Undisclosed,2000000.0,Bangalore,"Factors.ai is a marketing analytics platform providing sophisticated omnichannel, every-touch attribution technology and unparalleled performance insights for marketers",Saas,2021,2020.0,Elevation partners
Elevar,Undisclosed,2000000.0,Mumbai,"A revolutionary sports brand, engineered for those who want more.",Sports,2021,2017.0,Kalaari capital
Studio sirah,Undisclosed,800000.0,Bangalore,Studio sirah is founded with a belief in the increasing sophistication of the indian gamer and the whitespace of midcore india-first games.,Computer games,2021,2020.0,Lumikai
Oto capital,Undisclosed,6000000.0,Mumbai,The future of vehicle ownership!,Fintech,2021,2018.0,Matrix partners india
1bridge,Undisclosed,2500000.0,Bangalore,"Village commerce network - bridging aspirations, creating opportunities, bringing prosperity & abundance to our village",Consumer goods,2021,2016.0,C4d partners
Skeps,Undisclosed,9500000.0,Gurugram,"A blockchain products company, developing a proprietary product in the fintech space",Fintech,2021,2018.0,Bertelsmann india
Curefoods,Undisclosed,13000000.0,Bangalore,Healthy & nutritious foods and cold pressed juices produced in edinburgh. currently distributing wholesale within the edinburgh region.,Food and Beverages,2021,2020.0,Iron pillar
Tartansense,Undisclosed,5000000.0,Bangalore,Tartansense unlocks value for small farm holders by working at the intersection of robotics and ai assisted computer vision.,Information technology,2021,2015.0,Fmc
Bewakoof,Undisclosed,8000000.0,Mumbai,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary indian.",Apparel & fashion,2021,2012.0,Investcorp
Kirana247,Undisclosed,1000000.0,New delhi,An on-demand fmcg supply chain company leveraging a deep tech-enabled micro warehousing model to serve kirana stores.,Logistics & supply chain,2021,2018.0,
Fanplay,Series A,1200000.0, bangalore,A real money game app specializing in trivia games,Computer games,2021,2020.0,Upsparks
Neodocs,Undisclosed,0.0,Mumbai,"Neodocs is a part of india's prominent social impact accelerator program, aisea.",Healthtech,2021,2020.0,Y combinator
Isgoingonline,Undisclosed,200000.0,Cochin,Kochi-based digital catalogue and marketplace isgoingonline,Retail,2021,2015.0,Unicorn india ventures
Camp k12,Undisclosed,12000000.0,Gurugram,"Camp k12 is a global online school for 21st century skills, teaching coding and other steam subjects to kids age 6-18 via live, interactive, gamified online sessions",Edtech,2021,2010.0,Matrix partners india
Elda health,Undisclosed,1500000.0,Bangalore,"Elda health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",Healthcare,2021,2020.0,Avaana capital
Sporjo,Undisclosed,2000000.0,Mumbai,A one stop destination to build a successful career in the indian sports industry!,Sportstech,2021,2020.0,Punit balan
Advantage club,Undisclosed,1700000.0,Mumbai,"Advantage club is india's largest employee engagement platform, provide end to end employee benefit management with state of the art products like:",Hrtech,2021,2014.0,Y combinator
Supergaming,Undisclosed,5500000.0,Pune,"At supergaming, building india's best gaming company.",Gaming,2021,2017.0,Skycatcher
Ruptok,Undisclosed,1000000.0,New delhi,"Ruptok fintech pvt. ltd. is an online gold loan service provider , with attractive interests rate .",Fintech,2021,2020.0,Eclear leasing
Tartansense,Series A,5000000.0,Bangalore,Tartansense unlocks value for small farm holders by working at the intersection of robotics and ai assisted computer vision.,Information technology,2021,2015.0,Fmc
Kirana247,Series B,1000000.0,New delhi,An on-demand fmcg supply chain company leveraging a deep tech-enabled micro warehousing model to serve kirana stores.,Logistics & supply chain,2021,2018.0,
Neodocs,Seed,0.0,Mumbai,"Neodocs is a part of india's prominent social impact accelerator program, aisea.",Healthtech,2021,2020.0,Y combinator
Isgoingonline,Series B,200000.0,Cochin,Kochi-based digital catalogue and marketplace isgoingonline,Retail,2021,2015.0,Unicorn india ventures
